DATABASE:         MuroranIT (MuroranIT)
PERMLINK:         www.lxcat.net/MuroranIT
DESCRIPTION:      MuroranIT database contains complete and consistent sets of electron collision cross sections
                  developed at Muroran Institute of Technology, Japan. These cross section sets were validated by
                  comparing measured electron swarm parameters with those calculated using Monte Carlo simulation.
                  Details of these cross section sets can be found in the references cited for each species.
CONTACT:          Satoru Kawaguchi
                  Muroran Institute of Technology
                  e-mail: skawaguchi(at)muroran-it.ac.jp
HOW TO REFERENCE: Please use the references cited for each species.
xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx

************************************************************************************************************************

COMMENT: S. Kawaguchi et al. quotElectron collision cross section set of O2 and electron transport coefficients in O2 and O2-Ar
         mixturesquot, Plasma Sources Sci. Technol. 34, 075002 (2025).
         The elastic momentum transfer cross section included in the data group is the sum of the elastic momentum transfer,
         rotational excitation, and rotational de-excitation cross sections defined in equation (5) in our paper: q_vm = q_m +
         Sum_(J_odd)^31 p_J * q_{J->J+2} + Sum_(J_odd)^31 p_J * q_{J->J-2}.
         Rotational excitation and rotational de-excitation cross sections should be included when calculating at low reduced
         electric fields.

********************************************************** O2 **********************************************************

ATTACHMENT
O2 -> O-(2P) + O(3P)
SPECIES: e / O2
PROCESS: E + O2 -> O-(2P) + O(3P), Attachment
PARAM.:  E = 3.64 eV, complete set
COMMENT: Dissociative electron attachment.
UPDATED: 2025-07-08 09:47:22
COLUMNS: Energy (eV) | Cross section (m2)
-----------------------------
 3.640000e+0	0.000000e+0
 4.100800e+0	2.832800e-26
 4.399700e+0	1.234500e-25
 4.510900e+0	2.822400e-25
 4.595500e+0	5.555400e-25
 4.680100e+0	1.002300e-24
 4.764700e+0	1.673700e-24
 4.880000e+0	2.550000e-24
 4.960000e+0	3.600000e-24
 5.050000e+0	5.100000e-24
 5.130000e+0	7.300000e-24
 5.260000e+0	1.060000e-23
 5.350000e+0	1.450000e-23
 5.490000e+0	2.380000e-23
 5.630000e+0	3.840000e-23
 5.780000e+0	5.430000e-23
 5.870000e+0	6.680000e-23
 6.001900e+0	8.021200e-23
 6.118200e+0	9.273900e-23
 6.234500e+0	1.061900e-22
 6.342100e+0	1.159100e-22
 6.503000e+0	1.247600e-22
 6.600000e+0	1.260000e-22
 6.700000e+0	1.230000e-22
 6.800000e+0	1.210000e-22
 6.900000e+0	1.150000e-22
 7.000000e+0	1.100000e-22
 7.100000e+0	1.030000e-22
 7.200000e+0	9.540000e-23
 7.300000e+0	8.870000e-23
 7.400000e+0	8.070000e-23
 7.500000e+0	7.360000e-23
 7.600000e+0	6.650000e-23
 7.700000e+0	5.780000e-23
 7.800000e+0	5.150000e-23
 7.900000e+0	4.510000e-23
 8.000000e+0	4.040000e-23
 8.100000e+0	3.480000e-23
 8.200000e+0	3.010000e-23
 8.300000e+0	2.540000e-23
 8.400000e+0	2.140000e-23
 8.500000e+0	1.820000e-23
 8.600000e+0	1.500000e-23
 8.700000e+0	1.270000e-23
 8.800000e+0	1.110000e-23
 8.900000e+0	9.540000e-24
 9.000000e+0	7.920000e-24
 9.150000e+0	6.540000e-24
 9.280000e+0	5.560000e-24
 9.410000e+0	4.770000e-24
 9.580000e+0	3.960000e-24
 9.830000e+0	3.320000e-24
 1.000000e+1	2.860000e-24
 1.120000e+1	2.100000e-24
 1.240000e+1	1.590000e-24
 1.300000e+1	1.350000e-24
 1.390000e+1	1.160000e-24
 1.490000e+1	1.070000e-24
 1.600000e+1	9.830000e-25
 1.700000e+1	9.220000e-25
 1.800000e+1	8.370000e-25
 1.890000e+1	7.300000e-25
 2.884000e+1	2.232500e-25
 4.466800e+1	6.548400e-26
 7.079500e+1	1.800700e-26
 1.096500e+2	5.282000e-27
 1.698200e+2	1.549400e-27
 2.630300e+2	4.544600e-28
 4.168700e+2	1.249700e-28
 6.456500e+2	3.665800e-29
 1.000000e+3	1.075300e-29
-----------------------------

ATTACHMENT
O2 -> O2-
SPECIES: e / O2
PROCESS: E + O2 -> O2-, Attachment
COMMENT: in units of m^5.
UPDATED: 2025-07-08 09:18:49
COLUMNS: Energy (eV) | Cross section (m2)
-----------------------------
 0.000000e+0	0.000000e+0
 1.000000e-4	4.998100e-51
 5.370300e-4	2.684100e-50
 5.565000e-3	2.781400e-49
 1.193000e-2	6.848600e-49
 1.700000e-2	1.091000e-48
 2.079000e-2	1.451400e-48
 2.709000e-2	2.127900e-48
 2.953000e-2	2.713000e-48
 3.318000e-2	3.613800e-48
 3.555000e-2	4.468400e-48
 3.651000e-2	5.770300e-48
 3.751000e-2	6.941800e-48
 3.962000e-2	8.784500e-48
 4.154000e-2	1.139200e-47
 4.466000e-2	1.435900e-47
 4.782000e-2	1.719300e-47
 4.975000e-2	1.975600e-47
 5.412000e-2	2.290400e-47
 5.628000e-2	2.456700e-47
 5.702000e-2	2.672600e-47
 5.927000e-2	2.807800e-47
 6.027000e-2	2.920000e-47
 6.268000e-2	2.992100e-47
 6.640000e-2	3.055100e-47
 7.186000e-2	3.093400e-47
 7.847000e-2	3.107300e-47
 8.381000e-2	3.098300e-47
 8.841000e-2	3.051400e-47
 9.246000e-2	2.984000e-47
 9.919000e-2	2.885200e-47
 1.046000e-1	2.777700e-47
 1.101000e-1	2.651800e-47
 1.170000e-1	2.490200e-47
 1.226000e-1	2.337700e-47
 1.254000e-1	2.243200e-47
 1.295000e-1	2.149000e-47
 1.351000e-1	1.991800e-47
 1.393000e-1	1.897300e-47
 1.421000e-1	1.812200e-47
 1.463000e-1	1.655000e-47
 1.492000e-1	1.560500e-47
 1.521000e-1	1.448300e-47
 1.550000e-1	1.300100e-47
 1.565000e-1	1.228300e-47
 1.580000e-1	1.138200e-47
 1.595000e-1	1.062100e-47
 1.610000e-1	9.766400e-48
 1.638000e-1	8.911900e-48
 1.704000e-1	8.420900e-48
 1.808000e-1	8.200300e-48
 1.925000e-1	8.293500e-48
 2.028000e-1	8.520300e-48
 2.105000e-1	8.790700e-48
 2.195000e-1	8.930500e-48
 2.273000e-1	8.843500e-48
 2.364000e-1	8.529700e-48
 2.443000e-1	8.175400e-48
 2.522000e-1	7.681400e-48
 2.614000e-1	7.100300e-48
 2.706000e-1	6.565800e-48
 2.797000e-1	6.115300e-48
 2.902000e-1	5.537300e-48
 2.981000e-1	5.270100e-48
 3.059000e-1	5.183100e-48
 3.149000e-1	5.273200e-48
 3.239000e-1	5.413000e-48
 3.355000e-1	5.549700e-48
 3.485000e-1	5.552800e-48
 3.628000e-1	5.245200e-48
 3.758000e-1	4.841200e-48
 3.915000e-1	4.353400e-48
 4.111000e-1	3.775400e-48
 4.319000e-1	3.241000e-48
 4.554000e-1	2.574700e-48
 4.840000e-1	1.864400e-48
 5.088000e-1	1.287700e-48
 5.348000e-1	7.563300e-49
 5.495400e-1	3.479400e-49
 5.621000e-1	0.000000e+0
-----------------------------

ELASTIC
O2
 1.714000e-5
SPECIES: e / O2
PROCESS: E + O2 -> E + O2(X), Elastic
PARAM.:  m/M = 0.00001714, complete set
COMMENT: Sum of the elastic momentum transfer cross section, rotational excitation, and rotational
COMMENT: de-excitation cross sections.
UPDATED: 2025-07-08 09:36:39
COLUMNS: Energy (eV) | Cross section (m2)
-----------------------------
 0.000000e+0	7.220000e-21
 8.877000e-4	7.220000e-21
 1.161000e-3	6.809000e-21
 1.587000e-3	6.236000e-21
 2.044000e-3	5.939000e-21
 2.909000e-3	5.648000e-21
 4.394000e-3	5.648000e-21
 7.356000e-3	6.099000e-21
 1.002000e-2	6.625000e-21
 1.319000e-2	7.282000e-21
 1.707000e-2	8.051000e-21
 2.247000e-2	8.954000e-21
 2.858000e-2	1.008000e-20
 3.453000e-2	1.121000e-20
 4.030000e-2	1.261000e-20
 4.704000e-2	1.411000e-20
 5.490000e-2	1.598000e-20
 5.881000e-2	1.820000e-20
 6.632000e-2	2.173000e-20
 7.480000e-2	2.489000e-20
 8.211000e-2	2.894000e-20
 8.904000e-2	3.361000e-20
 1.014000e-1	3.755000e-20
 1.173000e-1	4.195000e-20
 1.401000e-1	4.509000e-20
 1.828000e-1	4.969000e-20
 2.205000e-1	5.295000e-20
 2.767000e-1	5.566000e-20
 3.644000e-1	5.850000e-20
 4.722000e-1	6.115000e-20
 6.020000e-1	6.357000e-20
 7.431000e-1	6.646000e-20
 9.475000e-1	6.870000e-20
 1.189000e+0	7.063000e-20
 1.486000e+0	7.167000e-20
 1.831000e+0	7.270000e-20
 2.200000e+0	7.024000e-20
 2.629000e+0	6.720000e-20
 3.302000e+0	6.311000e-20
 4.195000e+0	5.996000e-20
 5.283000e+0	5.777000e-20
 7.563000e+0	5.671000e-20
 1.011000e+1	5.996000e-20
 1.220000e+1	6.253000e-20
 1.485000e+1	6.282000e-20
 1.919000e+1	6.195000e-20
 2.610000e+1	5.968000e-20
 3.550000e+1	5.540000e-20
 4.954000e+1	5.095000e-20
 6.132000e+1	4.296000e-20
 8.085000e+1	3.287000e-20
 1.001000e+2	2.669000e-20
 1.165000e+2	2.154000e-20
 1.431000e+2	1.639000e-20
 2.026000e+2	1.036000e-20
 2.973000e+2	5.516000e-21
 3.955000e+2	3.680000e-21
 5.032000e+2	2.622000e-21
 6.289000e+2	1.994000e-21
 8.001000e+2	1.363000e-21
 9.786000e+2	1.006000e-21
 1.454000e+3	6.250000e-22
 1.969000e+3	4.014000e-22
-----------------------------

EXCITATION
O2 -> O2(X, v=1)
 1.960000e-1
SPECIES: e / O2
PROCESS: E + O2 -> E + O2(X, v=1), Excitation
PARAM.:  E = 0.196 eV, complete set
COMMENT: Vibrational excitation.
UPDATED: 2025-07-08 09:07:37
COLUMNS: Energy (eV) | Cross section (m2)
-----------------------------
 1.960000e-1	0.000000e+0
 1.995300e-1	2.650000e-23
 2.000000e-1	3.006000e-23
